pair_id,source_event_id,user_id,split_name,timestamp,positive_item_id,num_candidates,total_possible_pairs,item_a_id,item_b_id,item_a_title,item_b_title,item_a_popularity_group,item_b_popularity_group,preferred_item_true,preferred_item_pred,non_preferred_item_pred,pair_type,pair_confidence,pair_reason,pair_parse_success,item_a_uncertainty,item_b_uncertainty,item_a_uncertainty_confidence,item_b_uncertainty_confidence,item_a_matched_uncertainty,item_b_matched_uncertainty,pair_uncertainty,pair_reliability_weight,base_rank_item_a,base_rank_item_b,event_mean_uncertainty,event_uncertainty_coverage_rate,uncertainty_source
AE4O6XRY4A46W35ZBVSMYPFCE2MA::1675807263698000000::pair::0,AE4O6XRY4A46W35ZBVSMYPFCE2MA::1675807263698000000,AE4O6XRY4A46W35ZBVSMYPFCE2MA,test,2023-02-07 22:01:03.698,B08GB83F7C,6,15,B08GB83F7C,B00M94S6RY,"Amazon eero 6 mesh Wi-Fi system | Supports speeds up to 500 mbps | Connect to Alexa | Coverage up to 3,000 sq. ft. | 2-pack, one router + one extender, 2020 release",Beyution VR1 Replacement Remote Control Fit for Vizio LCD TV and Plasma TV VL260M VL320M VL370M VL420M VL470M VO32LF VW22LV50P VX52L VX42L VMM26 VO22L VO22LF VO32L VO32OE VO370M VO37L VO37LF VO420E,mid,tail,B08GB83F7C,B08GB83F7C,B00M94S6RY,positive_vs_negative,0.7000000000000001,The mesh Wi-Fi system is a more relevant tech accessory for a Chromebook user than a specific TV remote.,True,0.35354838710000003,0.1265306122,0.6464516129,0.8734693878,True,True,0.24003949965000002,0.75996050035,3,5,0.21563797635000004,1.0,pointwise_calibrated
AE5IT6FETAD5RKCGV67LGFL3UINA::1658982574226000000::pair::0,AE5IT6FETAD5RKCGV67LGFL3UINA::1658982574226000000,AE5IT6FETAD5RKCGV67LGFL3UINA,test,2022-07-28 04:29:34.226,B091N38K2V,6,15,B091N38K2V,B00ZVJAF9G,UGREEN Headphone Splitter 3.5mm Aux Splitter 2 Female to 1 Male Audio Y Splitter Stereo Dual Headphone Adapter Compatible with MacBook iPad PC Tablet Laptop TV Phone PS4 Speaker,Fire TV Stick with Voice Remote,mid,tail,B091N38K2V,B091N38K2V,B00ZVJAF9G,positive_vs_negative,0.8,The user's history shows a strong focus on audio cables and adapters.,True,0.35354838710000003,0.35354838710000003,0.6464516129,0.6464516129,True,True,0.35354838710000003,0.6464516129,1,3,0.24003949965000004,1.0,pointwise_calibrated
AE5ROOJ7BMTQJGPF36OLFBFDOLVQ::1564012396451000000::pair::0,AE5ROOJ7BMTQJGPF36OLFBFDOLVQ::1564012396451000000,AE5ROOJ7BMTQJGPF36OLFBFDOLVQ,test,2019-07-24 23:53:16.451,B01FLGWRX0,6,15,B01FLGWRX0,B07D3WRJ2K,"TZe-231 Label Tape Compatible with Brother Label Tape 12mm 0.47 Inch Black on White, 1/2inch TZe TZ P-Touch Tape TZe231 TZ-231 Use for Brother PT-H110 PT-D210 PT-D400 PT-1280 PT-1290 PT-D600, 3-Pack","Rii 2.4GHz Mini Wireless Keyboard with Touchpad＆QWERTY Keyboard,LED Backlit,Portable Keyboard Wireless for laptop/PC/Tablets/Windows/Mac/TV/Xbox/PS3/Raspberry Pi .(i8+ Green)",tail,mid,B01FLGWRX0,B07D3WRJ2K,B01FLGWRX0,positive_vs_negative,0.9500000000000001,It is a newer model of the same brand and type of keyboard the user already owns.,True,0.1265306122,0.1265306122,0.8734693878,0.8734693878,True,True,0.1265306122,0.8734693877999999,6,1,0.20405149033333334,1.0,pointwise_calibrated
AE6AHLUP2NDVGEQQUD5OACNOZJKQ::1575494497188000000::pair::0,AE6AHLUP2NDVGEQQUD5OACNOZJKQ::1575494497188000000,AE6AHLUP2NDVGEQQUD5OACNOZJKQ,test,2019-12-04 21:21:37.188,B07QGH4LCN,6,15,B06VWNWKMH,B07QGH4LCN,Ssnwrn USB WiFi Adapter for Desktop Laptop AC 600M Driver Free Dual Band 2.4/5 Ghz high gain 5dbi Wireless Network Dongle Adapter for Windows Mac Linux,"Surround Sound TV Sound Bar - Bluetooth Compatible Wireless Soundbar For TV w/ Built in Subwoofer Speaker - Television Sound Bar System w/ LCD/HDMI/Digital Optical/RCA/AUX/USB - PyleHome PSBV830HDBT.5,Black",mid,mid,B07QGH4LCN,B07QGH4LCN,B06VWNWKMH,positive_vs_negative,0.8,"The user's history shows a strong interest in TV and audio accessories, making the soundbar a more relevant complement.",True,0.1320754717,0.1640625,0.8679245283,0.8359375,True,True,0.14806898585,0.85193101415,4,2,0.21563797635,1.0,pointwise_calibrated
AE6GQRLUPD4YVA3HA6EAM7CBPGCA::1482962708000000000::pair::0,AE6GQRLUPD4YVA3HA6EAM7CBPGCA::1482962708000000000,AE6GQRLUPD4YVA3HA6EAM7CBPGCA,test,2016-12-28 22:05:08.000,B014TUZ92U,6,15,B000J4GCV8,B014TUZ92U,PAC PIOAC25 2.5mm to 3.5mm Interconnect for Portable Audio Devices,Fujifilm Instax Mini 8 Instant Film Camera (Black) (Discontinued by Manufacturer),tail,tail,B014TUZ92U,B014TUZ92U,B000J4GCV8,positive_vs_negative,0.6000000000000001,The camera is a more likely general interest item than a specific audio cable.,True,0.35354838710000003,0.35354838710000003,0.6464516129,0.6464516129,True,True,0.35354838710000003,0.6464516129,6,4,0.24188778615000003,1.0,pointwise_calibrated
AE6I2TSPZT6PNSG6OKQVZLFIUKMA::1641415301943000000::pair::0,AE6I2TSPZT6PNSG6OKQVZLFIUKMA::1641415301943000000,AE6I2TSPZT6PNSG6OKQVZLFIUKMA,test,2022-01-05 20:41:41.943,B07MC9KHK3,6,15,B07MC9KHK3,B000H27GJY,"Tyler 14” Portable TV LCD Monitor 1080P Rechargeable Lithium Battery Operated, 2 Antenna, HDMI, USB, RCA, FM Radio, Digital Tuner, AV Inputs, AC/DC, TV Stand and Remote Control for Kids Car Travel","Mechatronics 60x60x30mm AC Fan w/ 36"" Power Cord (UF60D12)",mid,tail,B07MC9KHK3,B07MC9KHK3,B000H27GJY,positive_vs_negative,0.8,It is a portable TV that complements streaming with HDMI input.,True,0.35354838710000003,0.1265306122,0.6464516129,0.8734693878,True,True,0.24003949965000002,0.75996050035,1,6,0.20405149033333334,1.0,pointwise_calibrated
AE6QPI2LC5ZUZXSEFRZJOGPSA2QQ::1571606344733000000::pair::0,AE6QPI2LC5ZUZXSEFRZJOGPSA2QQ::1571606344733000000,AE6QPI2LC5ZUZXSEFRZJOGPSA2QQ,test,2019-10-20 21:19:04.733,B0C6G1ZH14,6,15,B07HMW7RL6,B0C6G1ZH14,"UNIOJO WiFi Camera Indoor, Home Camera with Night Vision, Two Way Audio,Movement Tracking, Activity Alerts, Cloud Service Available, with iOS, Android APP (2 Pack)","ASUS AM4 TUF Gaming X570-Plus (Wi-Fi) AM4 Zen 3 Ryzen 5000 & 3rd Gen Ryzen ATX Motherboard with PCIe 4.0, Dual M.2, 12+2 with Dr. MOS Power Stage",mid,head,B0C6G1ZH14,B0C6G1ZH14,B07HMW7RL6,positive_vs_negative,0.8,The motherboard is a compatible PC component for the user's graphics card.,True,0.1265306122,0.1640625,0.8734693878,0.8359375,True,True,0.1452965561,0.8547034439,5,1,0.17154636589999997,1.0,pointwise_calibrated
AE7DAAKW53U3O44O465CN2UKUQBA::1565033093326000000::pair::0,AE7DAAKW53U3O44O465CN2UKUQBA::1565033093326000000,AE7DAAKW53U3O44O465CN2UKUQBA,test,2019-08-05 19:24:53.326,B00MAULSOK,6,15,B00MAULSOK,B08L5M9BTJ,BAOFENG BF-F8HP (UV-5R 3rd Gen) 8-Watt Dual Band Two-Way Radio (136-174MHz VHF & 400-520MHz UHF) Includes Full Kit with Large Battery,"Apple 20W USB-C Power Adapter - iPhone Charger with Fast Charging Capability, Type C Wall Charger",tail,head,B00MAULSOK,B08L5M9BTJ,B00MAULSOK,positive_vs_negative,0.6000000000000001,The user's history shows a focus on accessories and cases for electronic devices.,True,0.1640625,0.35354838710000003,0.8359375,0.6464516129,True,True,0.25880544355,0.74119455645,5,2,0.21471383310000003,1.0,pointwise_calibrated
AE7MEE3SKAUIQRJHOFDQQLKLOSHA::1566271227070000000::pair::0,AE7MEE3SKAUIQRJHOFDQQLKLOSHA::1566271227070000000,AE7MEE3SKAUIQRJHOFDQQLKLOSHA,test,2019-08-20 03:20:27.070,B07HH1S4PK,6,15,B0744RCQYM,B07HH1S4PK,Kanto YU6BAMBOO Powered Bookshelf Speakers with Bluetooth and Phono Preamp | Pair | Bamboo,"DEWENWILS 8-Outlet Power Strip with Timer (4 Timed/ 4 Always On), Digital Timer Outlet for Reptile Light, Turtle Grow Light Indoor Bearded Dragon Tank Accessory Aquarium, 6ft SJT Cord, 15A UL Listed",mid,mid,B07HH1S4PK,B07HH1S4PK,B0744RCQYM,positive_vs_negative,0.7000000000000001,The user has shown prior interest in power accessories like a power strip.,True,0.35354838710000003,0.35354838710000003,0.6464516129,0.6464516129,True,True,0.35354838710000003,0.6464516129,3,2,0.2778757954666667,1.0,pointwise_calibrated
AE7OJGNADEX4WQH7CH756DIXC2AQ::1521227270568000000::pair::0,AE7OJGNADEX4WQH7CH756DIXC2AQ::1521227270568000000,AE7OJGNADEX4WQH7CH756DIXC2AQ,test,2018-03-16 19:07:50.568,B08BJM6LCG,6,15,B08BJM6LCG,B08XVTQRVL,"DTTO iPad 9.7 Case 2018 iPad 6th Generation Case / 2017 iPad 5th Generation Case, Slim Fit Lightweight Smart Cover with Soft TPU Back Case for iPad 9.7 2018/2017 [Auto Sleep/Wake] - Space Grey","MONTECH Century 850 Watt 80 Plus Gold Certified Fully Modular Power Supply, Compact ATX Size, FDB Premium Fan, Full Japanese Capacitors, High-Performance Compoents",mid,mid,B08BJM6LCG,B08BJM6LCG,B08XVTQRVL,positive_vs_negative,0.6000000000000001,"The user's history shows purchases of camera accessories, which are more closely related to portable electronics like tablets than desktop PC components.",True,0.23812204670046663,0.23812204670046663,,,False,False,0.23812204670046663,0.7618779532995333,2,5,0.23812204670046663,0.0,pointwise_calibrated
AE7QBDASWU3QLUQHB5PKQGBCGZDQ::1493752999000000000::pair::0,AE7QBDASWU3QLUQHB5PKQGBCGZDQ::1493752999000000000,AE7QBDASWU3QLUQHB5PKQGBCGZDQ,test,2017-05-02 19:23:19.000,B01MY0P8NM,6,15,B01C50ZDIQ,B01MY0P8NM,Webcam Cover | Black Metal (3 Pack) Laptop Camera Cover Slide | Protects Computer & Smartphone Camera Against Hackers Swiss Made Webcamera Slider | Web Cam Blocker,Amazon Tap Case Sling Cover [Anti-Roll] Easily Dock on Your USB Charger Cradle Base Now With The Best Bottomless Silicone Design by CUVR (Blue),tail,mid,B01MY0P8NM,B01MY0P8NM,B01C50ZDIQ,positive_vs_negative,0.6000000000000001,The user's previous interest in a streaming device suggests a potential interest in related tech accessories.,True,0.23812204670046663,0.23812204670046663,,,False,False,0.23812204670046663,0.7618779532995333,6,4,0.23812204670046663,0.0,pointwise_calibrated
AEAGRJF6CJ53YUPQXPATHBKZHF3Q::1676925724886000000::pair::0,AEAGRJF6CJ53YUPQXPATHBKZHF3Q::1676925724886000000,AEAGRJF6CJ53YUPQXPATHBKZHF3Q,test,2023-02-20 20:42:04.886,B0B6FNFLSD,6,15,B09WTTPTKY,B0B6FNFLSD,"Panasonic Blu Ray DVD Player with Full HD Picture Quality and Hi-Res Dolby Digital Sound, DMP-BD90P-K, Black","OTAO Electric Cordless Compressed Air Duster -51000RPM,3 Speed, Fast-USB Charging Keyboard Cleaner with LED Light for Dust Off/Cleaning Computer Electronics, Replace Air Can/Pump",head,head,B0B6FNFLSD,B0B6FNFLSD,B09WTTPTKY,positive_vs_negative,0.7000000000000001,"The user's previous purchases focus on computer and monitor accessories, making a computer cleaning tool more relevant.",True,0.1640625,0.35354838710000003,0.8359375,0.6464516129,True,True,0.25880544355,0.74119455645,3,1,0.2534742721666667,1.0,pointwise_calibrated
AEAWDDZOY24BMF4GHL3FUHHVO5EQ::1657837149160000000::pair::0,AEAWDDZOY24BMF4GHL3FUHHVO5EQ::1657837149160000000,AEAWDDZOY24BMF4GHL3FUHHVO5EQ,test,2022-07-14 22:19:09.160,B084P1CTY7,6,15,B076919RKR,B084P1CTY7,"Acer Aspire E 15 Laptop, 15.6"" Full HD, 8th Gen Intel Core i5-8250U, GeForce MX150, 8GB RAM Memory, 256GB SSD, E5-576G-5762",ALITOVE 12V 1A Power Supply Adapter 100~240V AC to DC 12 Volt 12W 1000mA 600mA 500mA Converter with 5.5 x 2.5mm 2.1mm Tip for Wireless Router CCTV Camera DVR NVR Surveillance System LED Strip (2 Pack),mid,mid,B084P1CTY7,B084P1CTY7,B076919RKR,positive_vs_negative,0.8,"The user's previous purchases are camera accessories, making a power adapter more relevant than a laptop.",True,0.1265306122,0.35354838710000003,0.8734693878,0.6464516129,True,True,0.24003949965000002,0.75996050035,4,1,0.20220320383333334,1.0,pointwise_calibrated
AEB45JLSCN4YZCILUOKRV52X4VSQ::1567039926160000000::pair::0,AEB45JLSCN4YZCILUOKRV52X4VSQ::1567039926160000000,AEB45JLSCN4YZCILUOKRV52X4VSQ,test,2019-08-29 00:52:06.160,B000XQP4L6,6,15,B000XQP4L6,B099Q9B6JV,"Lowrance 000-0119-79 N2K Red T Connector,Black",ASUS PCE-AC68 Dual-Band 3x3 AC1900 WiFi PCIe adapter with Heat Sink and External magnetic antenna base allows flexible antenna placement to maximize coverage,tail,mid,B000XQP4L6,B000XQP4L6,B099Q9B6JV,positive_vs_negative,0.8,"The user's previous purchases are marine electronics, making this Lowrance connector more relevant.",True,0.35354838710000003,0.35354838710000003,0.6464516129,0.6464516129,True,True,0.35354838710000003,0.6464516129,1,2,0.24721895753333337,1.0,pointwise_calibrated
AEB4ZMHZOW4MGXXBDZVYI3BHDGJQ::1465359374000000000::pair::0,AEB4ZMHZOW4MGXXBDZVYI3BHDGJQ::1465359374000000000,AEB4ZMHZOW4MGXXBDZVYI3BHDGJQ,test,2016-06-08 04:16:14.000,B008BDESTW,6,15,B008BDESTW,B007O0ZODC,"Kastar Replacement Battery for Canon NB-11L NB-11LH NB11L NB11LH CB-2LD CB-2LF and Canon A2300 A2400 is A2500 A2600 A3400 is A3500 is A4000 is A4050 is, SX400 is SX410 is SX420 is, ELPH 110 HS","RioRand(TM) Cctv Multi-function Tester PRO M - Built-in Digital Multimeter - 3.5"" LCD Monitor Cctv Tester Video / PTZ Tester / Security Camera / Cable Tester /Cctv Monitor Test Tester + Multimeter 11 in One Function",tail,tail,B008BDESTW,B008BDESTW,B007O0ZODC,positive_vs_negative,0.6000000000000001,"The user's previous purchases are consumer electronics accessories, making a camera battery a more likely match.",True,0.23812204670046663,0.23812204670046663,,,False,False,0.23812204670046663,0.7618779532995333,6,4,0.23812204670046663,0.0,pointwise_calibrated
AEBHYCJFZ3JAQ4YZTLHZ7OTHIOHQ::1427655234000000000::pair::0,AEBHYCJFZ3JAQ4YZTLHZ7OTHIOHQ::1427655234000000000,AEBHYCJFZ3JAQ4YZTLHZ7OTHIOHQ,test,2015-03-29 18:53:54.000,B00HC0ZDOE,6,15,B0B4KJRD1C,B00HC0ZDOE,"seenda Ergonomic Mouse, Wireless Vertical Mouse - Rechargeable Optical Mice for Multi-Purpose (Bluetooth 5.0 + Bluetooth 3.0 + USB Connection) Compatible Apple Mac and Windows Computers - Black","NETGEAR N450-100NAS (8x4) WiFi DOCSIS 3.0 Cable Modem Router (N450) Certified for Xfinity from Comcast, Spectrum, Cox, Cablevision & More",head,tail,B00HC0ZDOE,B0B4KJRD1C,B00HC0ZDOE,positive_vs_negative,0.7000000000000001,"The user's laptop battery purchase suggests a need for computer accessories, making a compatible mouse a more directly related item.",True,0.1320754717,0.1320754717,0.8679245283,0.8679245283,True,True,0.1320754717,0.8679245283,1,4,0.20405149033333336,1.0,pointwise_calibrated
AEBRBCGYLQWJ2BVXEITEB7LFM3EA::1511396697964000000::pair::0,AEBRBCGYLQWJ2BVXEITEB7LFM3EA::1511396697964000000,AEBRBCGYLQWJ2BVXEITEB7LFM3EA,test,2017-11-23 00:24:57.964,B0BMQL6DMR,6,15,B0BMQL6DMR,B0B6HYN388,"Anker [3-Pack Powerline Micro USB Cable (3ft), Charging Cable for Micro Port E-Readers and More Micro USB Devices(Black)","DJI RS 3 Pro, Handheld 3-Axis Gimbal Stabilizer for DSLR and Cinema Cameras Canon/Sony/Panasonic/Nikon/Fujifilm/BMPCC, Automated Axis Locks, Carbon Fiber Axis Arms, 4.5 kg (10lbs) Payload, LiDAR Focus",head,head,B0BMQL6DMR,B0BMQL6DMR,B0B6HYN388,positive_vs_negative,0.7000000000000001,"The user owns a Kindle e-reader, which is compatible with micro USB cables.",True,0.23812204670046663,0.23812204670046663,,,False,False,0.23812204670046663,0.7618779532995333,1,2,0.23812204670046663,0.0,pointwise_calibrated
AEBUTIGWHLEB3YMXMDCGE3VQ3JKQ::1625939883959000000::pair::0,AEBUTIGWHLEB3YMXMDCGE3VQ3JKQ::1625939883959000000,AEBUTIGWHLEB3YMXMDCGE3VQ3JKQ,test,2021-07-10 17:58:03.959,B082TZYR9F,6,15,B082TZYR9F,B08NJB7K1H,"Amazfit T-Rex Smart Watch with GPS, Military Outdoor Sports Watch for Men,20-Day Battery Life, 1.3'' AMOLED Display,5 ATM Water Resistant, 14-Sports Modes, Heart Rate Sleep Monitor, Camo Green","Ocean Digital WR-800 FM Wi-Fi Internet Radio Alarm Clock Stereo Speakers Micro SD Line Out Aux in 30,000+ Stations Stress Relief Relaxation Sleep Aid 2.8"" Color Display Wooden Casing",mid,mid,B082TZYR9F,B082TZYR9F,B08NJB7K1H,positive_vs_negative,0.7000000000000001,"The user's history shows a strong preference for smart, connected devices and personal electronics.",True,0.23812204670046663,0.23812204670046663,,,False,False,0.23812204670046663,0.7618779532995333,1,2,0.23812204670046663,0.0,pointwise_calibrated
