case_type,user_id,candidate_item_id,label,old_rank,new_rank,rank_delta,backbone_score,calibrated_relevance_probability,evidence_risk,ambiguity,missing_information,abs_evidence_margin,candidate_text_short
harmed_positive,AGTYO5IJUM5JDTU7DCT7BBLTEYHQ,B0BBY271B6,1,2,5,-3,0.0,0.1358428805,0.5666666667,0.4,0.5,0.2,100% PURE Glossy Locks Grow More Shampoo Voluminous Hair Refresh Rejuvenating Blend of Vitamins & Caffeine Wash Hydrate & Restore Vibrancy - Vegan - 16 Fl Oz
harmed_positive,AHE5RLELYXWSMUVORWWJI47PWU3A,B08C72C56Z,1,2,5,-3,0.45942315459251404,0.1358428805,0.5666666667,0.4,0.5,0.2,"Nail Files 16 Pcs, Double Sided Emery Board Manicure Tools for Filing Natural Gel and Acrylic Nails for Home and Salon Use"
high-risk_demoted,AFOHSZOUYV4P3STMGY3ZVWEQAFQQ,B07N45YN6C,0,2,4,-2,-0.4856303632259369,0.1548042705,0.9,0.8,0.9,0.0,&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
high-risk_demoted,AH5HSMUMRJRDWBPFDQ6G3EAAOSFQ,B07N45YN6C,0,4,6,-2,-0.2740050256252289,0.1548042705,0.8666666667,0.7,0.9,0.0,&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
high-risk_demoted,AGNURT6BJA6DDBXSIIRHPN5AG5CA,B07N45YN6C,1,4,6,-2,-0.5135294198989868,0.1548042705,0.8333333333,0.5,1.0,0.0,&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
high-risk_demoted,AEXTOYGUTCBHZVBFXH5RUPHGFR3A,B08DX9P6V1,0,1,4,-3,0.7035902142524719,0.1548042705,0.7333333333,0.6,0.7,0.1,"Laloirelle Age Renewal Serum - Phyto-Biotics Stem Cells, Botanical Hyaluronic Acid, Retinol, Multi-Vitamin, Herbal Infusion - Organic serum for anti-aging, hydration, wrinkles, all"
high-risk_demoted,AF4OMAE4JOVRZK4OJI7RWTRXPKTA,B088X2WPTX,0,1,3,-2,0.30403152108192444,0.1548042705,0.7333333333,0.6,0.7,0.1,"AUGNORYE 13 Pcs Hair Cutting Scissors Kit, Professional Hair Barber Scissors Kit with Thinning Shears, Home Hair Shears for Women, Men, Kids"
high-risk_demoted,AFII5FEOS4BGKJVTY7GDIRGUVADA,B0B6DPNJHQ,0,4,6,-2,0.0,0.1548042705,0.7333333333,0.6,0.7,0.1,"[SKIN&LAB] Barrierderm Milky Serum | Infused with Milk Ceramide Complex, Squalane, and Panthenol to Nourish Skin | Lock Moisture in Skin and Repair Skin Barrier | Hypoallergenic & "
high-risk_demoted,AGFZTQLTA6AJL2C6BFDY6QKXGMQQ,B09V81J6NZ,0,2,4,-2,-0.2768118679523468,0.1548042705,0.7333333333,0.6,0.7,0.1,"CMQC Self Cleaning Slicker Brush for Cats & Dogs Pet Grooming Brush Tool for Shedding Pets Hair Brush for Long Short Haired Dog Cat to Remove Tangles, Loose Fur, Mats (Blue)"
high-risk_demoted,AGGGBF7FEJY3TDMFYZCFRTEHRXCQ,B07KXM94BT,0,1,3,-2,0.4449752867221832,0.1548042705,0.7333333333,0.6,0.7,0.1,Makeup Blender Sponge Set - 4 Pack Latex Free Q-Soft Makeup Beauty Foundation Blending Sponge Flawless Smooth Brush for Liquid Foundation BB Creams Powders Concealer (4 Pack)
high-risk_demoted,AGPJIILGSLMZLC53Q52HRBMINIJQ,B0BPC2QG37,1,4,6,-2,-0.21343033015727997,0.1548042705,0.7333333333,0.6,0.7,0.1,Bodermincer Large Tray 192 Bundles Mink Eyelash Extension Natural 3D Russian Volume Faux Eyelashes Individual Cluster Lashes Makeup (12-14-16-18mm Mixed)
high-risk_demoted,AE3TSST7D3QYFO2MUZ3QFNMYAEHQ,B085J354CL,1,4,5,-1,0.16843557357788086,0.1548042705,0.7333333333,0.6,0.7,0.1,"Mr. Pristine Organic Beard Conditioner to Grow, Thicken, Moisturize and Protect Your Beard, 8.5 oz."
