case_type,user_id,candidate_item_id,label,old_rank,new_rank,rank_delta,backbone_score,calibrated_relevance_probability,evidence_risk,ambiguity,missing_information,abs_evidence_margin,candidate_text_short
demoted_negative,AHTLWVDXSMG5YMVMEIWWOU6XBZMA,B09LBK3TNZ,0,1,6,-5,0.1554669290781021,0.1358428805,0.5666666667,0.4,0.5,0.2,WING Fly Grl Mane-Taming Gel Wand 8ml
demoted_negative,AECTRGMRKOGAYIV3YXX73CQEQCSQ,B00O3ILA5Y,0,1,6,-5,0.32235467433929443,0.130044843,0.5,0.4,0.3,0.2,"Mother’s Select Stretchmark & Cellulite Complex for Women Thighs, Legs, Stomach, Pregnancy, Slimming, Firming, Removal, Tightening, Hydration, Unsightly Scars, & Fat Deposits"
demoted_negative,AF3RENOGZJOCO24HPO75EEIF4EHQ,B08T6M827B,0,1,5,-4,0.36836081743240356,0.1358428805,0.5666666667,0.4,0.5,0.2,Winky Lux Orchid Gelee Serum | Skin Brightening Serum | Hydrating Serum with Hyaluronic Acid & Ogliopeptide (30 mL / 1 fl. oz)
demoted_negative,AFESFBY7EYJMQNKR572SZFAAET5Q,B088LPYXNQ,0,1,5,-4,0.6108599901199341,0.1049382716,0.4333333333,0.3,0.4,0.4,20pcs Nail Tips Clips for Quick Building Polygel Nail Forms Nail Tips Clip for Finger Nail Extension DIY Manicure Nail Art Tool
demoted_negative,AG2EDYAYS462TLBNMXFKDFEOZWBQ,B0713VF172,0,1,5,-4,0.9197292327880859,0.130044843,0.5666666667,0.4,0.6,0.3,"Magnesium Serum For Kids - All Natural Rub for Kids and Babies, Toxic Free + Free Magnesium Chart PDF"
demoted_negative,AG5A4BNLSYHH2IEFJD3UM3N2IPMA,B09J5TZ7HL,0,2,6,-4,0.027411218732595444,0.1358428805,0.5666666667,0.4,0.5,0.2,BeautyBio GloPRO Attachment Heads
demoted_negative,AFVV7CLXY43P3Z3F7SROBZATZVSQ,B07SV4HTMC,0,1,5,-4,1.0970185995101929,0.1548042705,0.6666666667,0.6,0.5,0.1,"Cancun Collection Cacao Body Bronzer – Superfood Infused Sunless Tanning Lotion with Cacao 5.1 fl.oz, For Instant Tan in 1 minute."
demoted_negative,AFATNFWGYVVMEZWGDNLDUXRBRFLQ,B08BB3P4VQ,0,1,5,-4,0.9529200196266174,0.130044843,0.5,0.4,0.3,0.2,"Hemp Lotion for Dry Skin - Soothing Rose Flower & Aloe Hydrate Your Complexion - Non-Greasy, Vegan, 7Oz, 250Mg Hemp, Fragrance & Paraben Free - Guayaquil By La La Leaf"
demoted_negative,AETD4B3NZCZICXNC7LY7UZ5RUWFQ,B0844X21MJ,0,1,5,-4,1.2047284841537476,0.1358428805,0.5666666667,0.4,0.5,0.2,"Beast Blue Ultra Cooling Body Wash, 6 oz -Beast"
demoted_negative,AETWQ4GYGV4QRMTMWGBIDVASBKHA,B08FCTM1SP,0,2,6,-4,0.35282498598098755,0.1358428805,0.5666666667,0.4,0.5,0.2,"Face Cleanser Stick by Disco for Men, Hydrating, Removes Dirt and Build Up, All Natural and Paraben Free, Eucalyptus Scent, 2.12 Ounces"
corrected_positive,AHXCOH4ABGDUF6PLAWTVRWDNTIVA,B09VH7M73X,1,6,1,5,-2.1635959148406982,0.5806451613,0.1666666667,0.1,0.2,0.8,"invisibobble Pink Ball Hair Ties with Coil, TWINS Prima Ballerina - Ponytail Holder - No Damage, Wrap and Twist - Pain-Free Hair Accessories for Girls and Women - Gentle for Girls "
corrected_positive,AHR4NVRGPOS6GIJ3O4WQ3D4KUKRA,B08GCJZW9V,1,6,1,5,-1.0463171005249023,0.2658730159,0.3333333333,0.2,0.3,0.5,"KLAVUU Pure Pearlsation pH Balancing Quick Cleansing Pad 100ea - Powerful Makeup Mild Exfoliating Cleansing Pad without Skin Irritation, Intense Moisturizing"
corrected_positive,AHJ57LR4KNFBJW7XYTZCIGYILPEA,B01CVQALFE,1,6,1,5,-1.8226691484451294,0.4556962025,0.1333333333,0.1,0.1,0.8,Beard Oil - Tea Tree Scent - Huge Man-Sized 4 oz Bottle - 100% Natural - Softens Your Beard and Stops Itching - Scent Women Love - Best Beard Oil And Conditioner For Men
corrected_positive,AE7S6QS5XPGQGVGUH4NQIIT5DZPA,B00X6P92OG,1,6,1,5,0.6931471805599453,0.5806451613,0.1666666667,0.1,0.2,0.8,"OZNaturals Tinted Moisturizer, SPF 30 Sunscreen. Broad Spectrum Protection. Zinc Oxide + Minerals In This Tinted Sunscreen Protects, Moisturizes And Blends Well To Provide A Rich, "
corrected_positive,AEG2APVZSEZULB4ENINTBABQF7BQ,B00VXEQ0WO,1,6,1,5,-0.7252377271652222,0.2658730159,0.2666666667,0.2,0.2,0.6,"Retinol 2.5% Cream From Majestic Pure for Face and Eye Area Will Nourish Your Skin, Potent Anti Aging Formula Reduces Wrinkles, Stretch Marks & Redness, 50ml"
corrected_positive,AEF37WTIU37I3QUD5JEX76YV6UCQ,B094TBJ2QN,1,6,1,5,-2.777570962905884,0.3352601156,0.3,0.2,0.3,0.6,"Sibu NotOr Omega 7 Sea Buckthorn Oil Soft Gels, Anytime Face Wash, Facial Defense Oil, Skin Cleansing, Skin Moisturizing Core Kit"
corrected_positive,AGUZ47LMOO52XAB2IXT3ANDN3ZBA,B09XX4VR4Y,1,6,1,5,-0.669235348701477,0.5806451613,0.1666666667,0.1,0.2,0.8,"SOTICA Rotary Machine Pen Kit, Complete Makeup Pen Kit Professional Machine Pen Kit with 2Pcs Power Supply Machine Pen 40Pcs Cartridges Ink Caps Practice Skin and Machine Parts for"
corrected_positive,AEHVZBMXQ2RGLZHD2P62VR7PVYOA,B08Y7HV8CQ,1,6,1,5,-0.611573338508606,0.195,0.3666666667,0.2,0.3,0.4,"Squalane + Cucumber Rapid Eye Lift Cream for Dark Circles and Puffiness, Peptide-Complex Infused - 0.4 oz"
corrected_positive,AH6M3JVGK34YJF3Z2H454ZPK2FLQ,B01CUPHRQM,1,6,1,5,0.0,0.5806451613,0.1666666667,0.1,0.2,0.8,Beard Oil - Rousing Citrus Scent - Huge Man-Sized 4 oz Bottle - 100% Natural - Softens Your Beard and Stops Itching - Scent Women Love - Best Beard Oil And Conditioner For Men
corrected_positive,AH665SQ6SQF6DXAGYIQFCX76LALA,B0B8NLVLPD,1,6,1,5,-1.3467490673065186,0.3352601156,0.1666666667,0.1,0.1,0.7,10 Pairs D Curl Fake Eyelashes Russian Strip Lashes False Eyelashes Faux Mink Lashes Natural Wispy Fluffy Russian Eyelashes reusable eyelashes (left.14-middle.16mm-right.8 -dense c
harmed_positive,AEAXAJACFMXIAAH4WOHRMXPSZWFA,B09G3KBK7Y,1,1,5,-4,0.5928256511688232,0.1049382716,0.4333333333,0.3,0.4,0.4,"Boiess Colognes Poppy mint For Moms, Babies & Kids | Natural Eau de Cologne | Clean & Fresh Scent | Children Fragrance For Soft & Sensitive Skin | Easy Use, Gentle on Baby | Size: "
harmed_positive,AHE5RLELYXWSMUVORWWJI47PWU3A,B08C72C56Z,1,1,5,-4,1.1623547077178955,0.1358428805,0.5666666667,0.4,0.5,0.2,"Nail Files 16 Pcs, Double Sided Emery Board Manicure Tools for Filing Natural Gel and Acrylic Nails for Home and Salon Use"
harmed_positive,AGZUN7FPEL5B5WHJHY5P3ADHWMAA,B0BDYXW42R,1,1,5,-4,-0.21737220883369446,0.1049382716,0.4333333333,0.3,0.4,0.4,Satin Bridesmaid Scrunchies Bachelorette Hair Ties Set of 6 sunglasses Bridal Shower No Damage Hairties ideas Gift for Wedding Party Favors Bridesmaid Proposal Gifts (12pcs Sage Gr
harmed_positive,AHATA6X6MYTC3VNBFJ3WIYVK257A,B08DXDLR3P,1,1,5,-4,0.48450297117233276,0.1144578313,0.4666666667,0.3,0.5,0.4,3D Mask Bracket - Internal Support Holder Frame Nose Breathing Smoothly - Protect Lipstick Lips - DIY Face Mask Accessories - 5Pcs (L-Adult)
harmed_positive,AE3IGJOPJP6LFXEJTIXFJVSJLILA,B0B7ZSY2P6,1,2,6,-4,0.0,0.1548042705,0.6666666667,0.5,0.6,0.1,LLTGMV Pocket Combs
harmed_positive,AHNVZ5XVQJF6HHKVKUN44DXVI5BQ,B082TPQY2R,1,1,4,-3,0.17310413718223572,0.1358428805,0.5666666667,0.4,0.5,0.2,Kea Health Manuka Honey Moisturizer Cream - For Cracked Hands and Feet - Eczema and Psoriasis Treatment - Anti Itch Relief for Dry Skin - With Lanolin and Olive Oil
harmed_positive,AECOPBDL3PHOESNB2RXKPZSXGBOA,B09NCDK9T1,1,1,4,-3,0.22084493935108185,0.1358428805,0.5333333333,0.5,0.4,0.3,SmoothSkin Pure FIT Intelligent Ultrafast IPL Permanent Hair Reduction for Women & Men - Body & Face – FDA Cleared
harmed_positive,AHOYQ263ZGBZIBPQGKNVAWG35DNQ,B009GPP546,1,2,5,-3,0.3206789195537567,0.1358428805,0.6,0.5,0.4,0.1,"Sasy n Savy, Citrus Soufflè Hydrating and Nourishing Body Crème, Plant-Based Natural Ingredients For Daily Moisture, 6.08 fl oz(180mL)"
harmed_positive,AEKPHJN45BBJXAFUH72D7REARUFA,B095Y4L452,1,2,5,-3,-0.4582997262477875,0.1358428805,0.5666666667,0.4,0.5,0.2,15Pcs Nail Clips for Polygel: Nail Tips Clip for Quick Building Polygel nail forms Nail clips Kit for polygel Finger Nail Extension UV LED Builder Clamps Manicure Nail Art Tool
harmed_positive,AEMSU7R3H5UVARR536TE3AKRR6YA,B08J49TCX6,1,2,5,-3,0.0,0.1358428805,0.5666666667,0.4,0.5,0.2,Rhinestone Crystal Diamond Headbands for Women Luxury Shiny Padded Diamond Headband Hair Hoops Fashion Hair Accessories for Girls Bejewelled Hairband Sparkly Party Headband (Rainbo
high_risk_demoted,AFOHSZOUYV4P3STMGY3ZVWEQAFQQ,B07N45YN6C,0,1,2,-1,0.9504348635673523,0.1548042705,0.9,0.8,0.9,0.0,&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
high_risk_demoted,AE6DYQ3JL7K53MUXRBUAYGK5U4LQ,B09DXR7QJY,0,3,5,-2,-0.23598425090312958,0.1548042705,0.7333333333,0.6,0.7,0.1,"Crystal Glass Dappen Dishes for Nail Art Acrylic Liquid Powder and Nail Polish Removing (2, Clear)"
high_risk_demoted,AEXTOYGUTCBHZVBFXH5RUPHGFR3A,B08DX9P6V1,0,4,6,-2,-0.18786120414733887,0.1548042705,0.7333333333,0.6,0.7,0.1,"Laloirelle Age Renewal Serum - Phyto-Biotics Stem Cells, Botanical Hyaluronic Acid, Retinol, Multi-Vitamin, Herbal Infusion - Organic serum for anti-aging, hydration, wrinkles, all"
high_risk_demoted,AF4OMAE4JOVRZK4OJI7RWTRXPKTA,B088X2WPTX,0,1,3,-2,1.4191217422485352,0.1548042705,0.7333333333,0.6,0.7,0.1,"AUGNORYE 13 Pcs Hair Cutting Scissors Kit, Professional Hair Barber Scissors Kit with Thinning Shears, Home Hair Shears for Women, Men, Kids"
high_risk_demoted,AEA6QOWQBEDUOOAFVVJ7VWXATEEA,B09D6ZDZN8,0,5,6,-1,-0.4216718077659607,0.1548042705,0.7333333333,0.6,0.7,0.1,"Makartt Nail Decoration Set, Parisian Chic-ism 12 Boxes Nail Jewels Nail Crystal and Rhinestones Nail Charms with 3 Sheets Nail Prints Stickers Nail Foil Flower Shape Nail Decals f"
high_risk_demoted,AGGGBF7FEJY3TDMFYZCFRTEHRXCQ,B07KXM94BT,0,2,3,-1,0.9904108047485352,0.1548042705,0.7333333333,0.6,0.7,0.1,Makeup Blender Sponge Set - 4 Pack Latex Free Q-Soft Makeup Beauty Foundation Blending Sponge Flawless Smooth Brush for Liquid Foundation BB Creams Powders Concealer (4 Pack)
high_risk_demoted,AGPJIILGSLMZLC53Q52HRBMINIJQ,B0BPC2QG37,1,4,5,-1,-1.389325737953186,0.1548042705,0.7333333333,0.6,0.7,0.1,Bodermincer Large Tray 192 Bundles Mink Eyelash Extension Natural 3D Russian Volume Faux Eyelashes Individual Cluster Lashes Makeup (12-14-16-18mm Mixed)
high_risk_demoted,AGVTQ5KZKO7BZXT3SEJVGXWFPYXQ,B0B1M8SBML,0,1,2,-1,0.8787037134170532,0.1548042705,0.7333333333,0.6,0.7,0.1,"Everyday Beauty Radiance Cleanser, Rejuvenating Antioxidant Gel Cleanser with Rose Hip Seed Oil, Vitamin A, C, and E for All Skin Types to Soothe and Nourish Dry Damaged Skin, 4fl "
high_risk_demoted,AGWREBKBTZNMXZ6RJHZB3KVPKBWA,B08F7FX3RJ,0,2,3,-1,0.37379416823387146,0.1548042705,0.7333333333,0.6,0.7,0.1,"DAN Technology Anti-Scald 200℉-500℉ Electric Press Hot Comb for Black Hair, Beard and Wigs, Ceramic Unisex Hair Beard Straightener and Curler, Dual Voltage for Travel, Home and Sal"
high_risk_demoted,AH6Z2YQWTP6LAMLX7VN2IXJKNVAQ,B0B1M7JRHY,1,1,2,-1,0.32326677441596985,0.1548042705,0.7333333333,0.6,0.7,0.1,"Everyday Beauty Glow Day Cream, Gel-to-Oil Rich Moisturizer to Minimize Signs of Aging, Reduce Redness, Dullness, and Fatigue for a Healthy Glow, 1 oz. Jar"
