case_type,user_id,candidate_item_id,label,raw_confidence,repaired_confidence,positive_evidence,negative_evidence,abs_evidence_margin,ambiguity,missing_information,evidence_risk,old_rank,new_rank,rank_delta,candidate_title_or_text,reason
monotonic_high_risk_demoted,AGWP5SUKOM7MA55NKIYI7RR2OMPQ,B0190K63GA,0,0.30000000000000004,0.870923913,0.2,0.6000000000000001,0.4,0.5,0.7000000000000001,0.6000000000000001,1,6,-5,"Best Anti-bacterial Body Wash : Tea Tree Oil, Argan Oil and Coconut Oil 3-in-1 Formula By Keeva. 100% Natural Ingredients Are Perfect for Moisturizing Dry, Sensitive Skin, & Fighti","The user's only interaction is with a makeup brush set, which is unrelated to body wash, and there is no evidence of interest in skincare or body care products."
monotonic_high_risk_demoted,AHNDIZGMOYCBKIBUXKIX5O5GZCQA,B082VKPJV5,0,0.30000000000000004,0.870923913,0.2,0.6000000000000001,0.4,0.5,0.7000000000000001,0.6000000000000001,2,6,-4,Workman's Friend Ultimate Hand Care Bundle,"The user's single interaction with a retinol serum suggests skincare interest, but the candidate is a heavy-duty hand care product for manual labor, with no clear overlap in use case or user profile."
monotonic_high_risk_demoted,AF6BZODQJP6G5MGQC26MJZVFJNGA,B0BS6GVSPX,0,0.30000000000000004,0.870923913,0.2,0.6000000000000001,0.4,0.5,0.7000000000000001,0.6000000000000001,3,6,-3,Ice roller,"The user's interest in a retinol moisturizer suggests a skincare routine focused on anti-aging, but an ice roller is a different category with no clear connection, and user preferences for such tools are unknown."
monotonic_high_risk_demoted,AEEO2GFWCO2IC2JWUDY6HFJ6XO3A,B09CTBZVD6,1,0.30000000000000004,0.870923913,0.2,0.6000000000000001,0.4,0.5,0.7000000000000001,0.6000000000000001,3,5,-2,NEOGEN DERMALOGY Cica repair snail essence,"The user's only known interaction is with a toner, while the candidate is a snail essence with different function and skin concerns, and no user profile or preferences are available."
monotonic_high_risk_demoted,AGMXVR5R2SGXMQPQYCVDHIB757MA,B07ZQRX7FX,0,0.30000000000000004,0.870923913,0.2,0.6000000000000001,0.4,0.5,0.7000000000000001,0.6000000000000001,3,5,-2,"No Brainer Gentle Facial Cleanser, 6 fl. oz, For Dry & Sensitive Skin, Leaves Skin Feeling Clean, Soft and Hydrated, Hydrolyzed Rice Protein & Amino Acids Restores Skin by Higher E","The user's history shows makeup and hair accessories, with no clear skincare interest, and the cleanser is for dry/sensitive skin which may not match their inferred preferences."
monotonic_high_risk_demoted,AELZIKZNMROP2SMO5XXVB4V36RJA,B01N95D8Q9,0,0.30000000000000004,0.8765880218000001,0.1,0.7000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.6,1,6,-5,"LA MAXIME chemical free, natural organic vegan best body oil after shower for glowing skin, anti-aging with vitamins A C E for wrinkle repair & soothing hydrating body oil for extr","The user's only interaction is with a nail gel polish, which is a cosmetic nail product, while the candidate is a body oil for skin care, with no clear topical or functional overlap."
monotonic_high_risk_demoted,AFCUX2OVM6XNN3S3WM55NU3MZPHQ,B09JNRPRKT,0,0.30000000000000004,0.8765880218000001,0.1,0.7000000000000001,0.6000000000000001,0.6000000000000001,0.7000000000000001,0.5666666666666668,1,6,-5,"Multi-Purpose Electric Massage Gel & Oil Warmer, Wax Melter, Includes Aluminum Warming Pot (16.9 fl oz), Knob Dial To Adjust Temperature (95F to 257F), With LCD Screen","The user's history shows makeup and hair styling tools, while the candidate is a massage oil warmer with no clear thematic or functional overlap."
monotonic_high_risk_demoted,AGL2LMYCHSXG2NTY3Q7OEVIGEMHA,B012Q9NGE4,0,0.30000000000000004,0.8516057586,0.2,0.6000000000000001,0.4,0.5,0.6000000000000001,0.5666666666666668,3,6,-3,"Moroccan Argan Oil Shampoo, 8 Fl Oz - Smooths and Repairs - Sulfate Free - Natural - Imported from Morocco by Pure Body Naturals","The user's past interactions are with a hair scrunchie and a self-tanning mousse, providing no clear preference for hair care products like shampoo."
monotonic_high_risk_demoted,AFQYXBBABARRUEJZSQDCZ2RMQJHA,B0793JDW3W,1,0.30000000000000004,0.8516057586,0.2,0.6000000000000001,0.4,0.5,0.6000000000000001,0.5666666666666668,3,5,-2,ZEROID Intensive Lotion Korean Dermocosmetic Intensive Care for Severe Dry & Disordered Skin (200 mL),"The user's only interaction is with a brightening cleanser, while the candidate is an intensive lotion for severe dry skin, with no clear overlap in product type or skin concern."
monotonic_high_risk_demoted,AGPJPNJZXFMMDEY7QWPAVMC3HCLA,B08J7R5HHX,0,0.30000000000000004,0.8765880218000001,0.1,0.7000000000000001,0.6000000000000001,0.6000000000000001,0.7000000000000001,0.5666666666666668,3,5,-2,"BEPHOLAN Natural Eyelash Growth Serum and Brow Enhancer to Grow Thicker, Longer Lashes for Long, Luscious Lashes and Eyebrows|15ML","The user's past items are a nurse headband and a kids' craft kit, which show no clear thematic or functional connection to an eyelash growth serum."
