pair_id,source_event_id,user_id,split_name,timestamp,positive_item_id,num_candidates,total_possible_pairs,item_a_id,item_b_id,item_a_title,item_b_title,item_a_popularity_group,item_b_popularity_group,preferred_item_true,preferred_item_pred,non_preferred_item_pred,pair_type,pair_confidence,pair_reason,pair_parse_success,item_a_uncertainty,item_b_uncertainty,item_a_uncertainty_confidence,item_b_uncertainty_confidence,item_a_matched_uncertainty,item_b_matched_uncertainty,pair_uncertainty,pair_reliability_weight,base_rank_item_a,base_rank_item_b,event_mean_uncertainty,event_uncertainty_coverage_rate,uncertainty_source
AE4DVKDIAEZMXL2JZWH5IYWLVUTA::1662877755573000000::pair::0,AE4DVKDIAEZMXL2JZWH5IYWLVUTA::1662877755573000000,AE4DVKDIAEZMXL2JZWH5IYWLVUTA,test,2022-09-11 06:29:15.573,1612006493,6,15,1451612060,1612006493,Kisses from Katie: A Story of Relentless Love and Redemption,Team Yankee: A Novel of World War III (Casemate Fiction),mid,mid,1612006493,1612006493,1451612060,positive_vs_negative,0.7000000000000001,"The user's history shows a strong preference for military and high-stakes narratives, which aligns with Candidate B.",True,0.2492211838,0.2492211838,0.7507788162,0.7507788162,True,True,0.2492211838,0.7507788162,3,2,0.15811827413333335,1.0,pointwise_calibrated
AE53DPOCGYPWZWJDMUWNMBXMJ3YQ::1330092859000000000::pair::0,AE53DPOCGYPWZWJDMUWNMBXMJ3YQ::1330092859000000000,AE53DPOCGYPWZWJDMUWNMBXMJ3YQ,test,2012-02-24 14:14:19.000,0321482034,6,15,0321482034,0778324869,Constructing the American Past: A Source Book of a People's History,Blood Red,tail,tail,0321482034,0778324869,0321482034,positive_vs_negative,0.7000000000000001,The user's previous manga interest aligns more with the supernatural fiction genre.,True,0.06390977440000001,0.2492211838,0.9360902256,0.7507788162,True,True,0.15656547910000002,0.8434345209,6,2,0.12878583426666668,1.0,pointwise_calibrated
AE5DA73T5HZNSQDI2TKMAVMTVFJA::1457310423000000000::pair::0,AE5DA73T5HZNSQDI2TKMAVMTVFJA::1457310423000000000,AE5DA73T5HZNSQDI2TKMAVMTVFJA,test,2016-03-07 00:27:03.000,1570618402,6,15,1470190222,1570618402,"Complete Tubefeeding: Everything you need to know about tubefeeding, tube nutrition, and blended diets","The Encyclopedia of Country Living, 40th Anniversary Edition: The Original Manual for Living off the Land & Doing It Yourself",mid,mid,1570618402,1570618402,1470190222,positive_vs_negative,0.6000000000000001,"The user's history shows interest in practical guides and memoirs, aligning more with a comprehensive lifestyle manual.",True,0.0732265446,0.2492211838,0.9267734554,0.7507788162,True,True,0.1612238642,0.8387761358,6,2,0.19055630406666668,1.0,pointwise_calibrated
AE5WWUXLCJDL7OZ63X3OFFPJPDKA::1325223825000000000::pair::0,AE5WWUXLCJDL7OZ63X3OFFPJPDKA::1325223825000000000,AE5WWUXLCJDL7OZ63X3OFFPJPDKA,test,2011-12-30 05:43:45.000,1608870286,6,15,1608870286,B07VNT857J,"House of Cash: The Legacies of My Father, Johnny Cash",Jack & Sadie,mid,head,1608870286,1608870286,B07VNT857J,positive_vs_negative,0.6000000000000001,"Both are books, but a biography may share the reflective and thematic depth of Life of Pi.",True,0.2492211838,0.2492211838,0.7507788162,0.7507788162,True,True,0.2492211838,0.7507788162,4,3,0.2183359489,1.0,pointwise_calibrated
AE66IFKKR2I2FDFZ3ZF4D4I3WSEA::1439426705000000000::pair::0,AE66IFKKR2I2FDFZ3ZF4D4I3WSEA::1439426705000000000,AE66IFKKR2I2FDFZ3ZF4D4I3WSEA,test,2015-08-13 00:45:05.000,0687278325,6,15,0687278325,B005F4CCTI,The New Interpreter's Study Bible: New Revised Standard Version With the Apocrypha,Thin Air (Spenser Book 22),tail,head,0687278325,B005F4CCTI,0687278325,positive_vs_negative,0.8,"The user's history shows a strong interest in instructional music books, not religious texts.",True,0.06390977440000001,0.06390977440000001,0.9360902256,0.9360902256,True,True,0.06390977440000001,0.9360902256,3,5,0.06546256943333334,1.0,pointwise_calibrated
AE6OPWKH4MMU2IOVCKI67LTJ7XRA::1522378997866000000::pair::0,AE6OPWKH4MMU2IOVCKI67LTJ7XRA::1522378997866000000,AE6OPWKH4MMU2IOVCKI67LTJ7XRA,test,2018-03-30 03:03:17.866,0761526463,6,15,1665722770,0761526463,You Slept Where?: Calamities of a Clumsy Businesswoman,"The Real Lincoln: A New Look at Abraham Lincoln, His Agenda, and an Unnecessary War",mid,tail,0761526463,1665722770,0761526463,positive_vs_negative,0.6000000000000001,"Both are non-fiction, but the memoir's personal narrative may align more closely with the user's previous read.",True,0.2492211838,0.2492211838,0.7507788162,0.7507788162,True,True,0.2492211838,0.7507788162,2,6,0.23564130908333333,1.0,pointwise_calibrated
AE6WLIE4IIJGODQWE7Z6WK7IPDZA::1634403155454000000::pair::0,AE6WLIE4IIJGODQWE7Z6WK7IPDZA::1634403155454000000,AE6WLIE4IIJGODQWE7Z6WK7IPDZA,test,2021-10-16 16:52:35.454,B0714CJJW7,6,15,1788600142,B0714CJJW7,Advice That Sticks: How to give financial advice that people will follow,Star Trek: TNG: Mirror Broken #0,mid,head,B0714CJJW7,B0714CJJW7,1788600142,positive_vs_negative,0.7000000000000001,The user's history shows a strong preference for comics and genre fiction.,True,0.06390977440000001,0.2492211838,0.9360902256,0.7507788162,True,True,0.15656547910000002,0.8434345209,6,1,0.14609119445,1.0,pointwise_calibrated
AE6YIUSO37YC2IXC54HKQXY3GANA::1672698972155000000::pair::0,AE6YIUSO37YC2IXC54HKQXY3GANA::1672698972155000000,AE6YIUSO37YC2IXC54HKQXY3GANA,test,2023-01-02 22:36:12.155,1549228749,6,15,1549228749,0061094234,Bad Dad Jokes 2023 Box Calendar,Dirt,mid,tail,1549228749,1549228749,0061094234,positive_vs_negative,0.8,The user's humor preference aligns more with joke-based items.,True,0.2492211838,0.0732265446,0.7507788162,0.9267734554,True,True,0.1612238642,0.8387761358,1,4,0.1612238642,1.0,pointwise_calibrated
AE725ZPJLKXHEQN3S3Q75ISWFUXA::1601429905426000000::pair::0,AE725ZPJLKXHEQN3S3Q75ISWFUXA::1601429905426000000,AE725ZPJLKXHEQN3S3Q75ISWFUXA,test,2020-09-30 01:38:25.426,149621711X,6,15,0312284659,149621711X,The Ten Things You Can't Say In America,Oscar Charleston: The Life and Legend of Baseball's Greatest Forgotten Player,tail,mid,149621711X,0312284659,149621711X,positive_vs_negative,0.7000000000000001,The user's history shows a strong interest in historical and political nonfiction.,True,0.0732265446,0.2492211838,0.9267734554,0.7507788162,True,True,0.1612238642,0.8387761358,4,3,0.1612238642,1.0,pointwise_calibrated
AE7NM6LRC3NQWYMZBORXJKADXGEA::1520820521336000000::pair::0,AE7NM6LRC3NQWYMZBORXJKADXGEA::1520820521336000000,AE7NM6LRC3NQWYMZBORXJKADXGEA,test,2018-03-12 02:08:41.336,1416540261,6,15,1416540261,1612389767,Darkness at Noon,Rick Steves' 2015 London,mid,mid,1416540261,1416540261,1612389767,positive_vs_negative,0.8,The user's history shows a strong preference for political and socially critical literature.,True,0.15461205946666667,0.15461205946666667,,,False,False,0.15461205946666667,0.8453879405333333,1,6,0.15461205946666667,0.0,pointwise_calibrated
AEAAE7ZDJWYN6FZFVY2LSG7VNOLQ::1482673754000000000::pair::0,AEAAE7ZDJWYN6FZFVY2LSG7VNOLQ::1482673754000000000,AEAAE7ZDJWYN6FZFVY2LSG7VNOLQ,test,2016-12-25 13:49:14.000,0761189513,6,15,0195076788,0761189513,On the Air: The Encyclopedia of Old-Time Radio,Paint by Sticker Masterpieces: Re-create 12 Iconic Artworks One Sticker at a Time!,tail,head,0761189513,0195076788,0761189513,positive_vs_negative,0.7000000000000001,"The user's previous interest in a thoughtful, human-centered book suggests a stronger potential preference for a detailed cultural history over a craft activity.",True,0.15461205946666667,0.15461205946666667,,,False,False,0.15461205946666667,0.8453879405333333,1,6,0.15461205946666667,0.0,pointwise_calibrated
AEASTPSKAKRX3WO3YVMBJ5AX432A::1515015334024000000::pair::0,AEASTPSKAKRX3WO3YVMBJ5AX432A::1515015334024000000,AEASTPSKAKRX3WO3YVMBJ5AX432A,test,2018-01-03 21:35:34.024,1441319395,6,15,B0050DIWFC,1441319395,Defending Jacob: A Novel,Celestial Large Address Book,head,mid,1441319395,B0050DIWFC,1441319395,positive_vs_negative,0.8,The user's previous book interests align more with the mystery and fiction genre.,True,0.2492211838,0.0732265446,0.7507788162,0.9267734554,True,True,0.1612238642,0.8387761358,2,3,0.20630886921666666,1.0,pointwise_calibrated
AEAVXMVDLPCEWVWXYDS32ABUZJDA::1429388630000000000::pair::0,AEAVXMVDLPCEWVWXYDS32ABUZJDA::1429388630000000000,AEAVXMVDLPCEWVWXYDS32ABUZJDA,test,2015-04-18 20:23:50.000,0312510780,6,15,0312510780,0061994324,First 100 Words: A Padded Board Book,The Good Daughters,tail,tail,0312510780,0312510780,0061994324,positive_vs_negative,0.8,The user's history shows a strong preference for children's books.,True,0.1677419355,0.2492211838,0.8322580645000001,0.7507788162,True,True,0.20848155964999998,0.79151844035,1,5,0.2063088692166667,1.0,pointwise_calibrated
AEB6VYE6YG5TNZZQM5KA4EXJ36JA::1661746955457000000::pair::0,AEB6VYE6YG5TNZZQM5KA4EXJ36JA::1661746955457000000,AEB6VYE6YG5TNZZQM5KA4EXJ36JA,test,2022-08-29 04:22:35.457,B000FBJFIM,6,15,B000FBJFIM,B00IDVQVW4,All Around The Town,"Potato Recipes: The Complete Guide to Breakfast, Lunch, Dinner, and More (Everyday Recipes)",mid,head,B000FBJFIM,B000FBJFIM,B00IDVQVW4,positive_vs_negative,0.8,"The user's history shows a strong preference for fiction, especially mystery and thriller novels.",True,0.2492211838,0.06390977440000001,0.7507788162,0.9360902256,True,True,0.15656547910000002,0.8434345209,4,6,0.18900350903333332,1.0,pointwise_calibrated
AEBFHTYZAWZIRQA3NLT3JFYF2C7Q::1402289737000000000::pair::0,AEBFHTYZAWZIRQA3NLT3JFYF2C7Q::1402289737000000000,AEBFHTYZAWZIRQA3NLT3JFYF2C7Q,test,2014-06-09 04:55:37.000,0875428320,6,15,B07Z3NFQPD,0875428320,Interference,Three Books of Occult Philosophy (Llewellyn's Sourcebook),head,tail,0875428320,0875428320,B07Z3NFQPD,positive_vs_negative,0.9,"The user's history shows a strong preference for occult and esoteric books, which matches this classic sourcebook.",True,0.15461205946666667,0.15461205946666667,,,False,False,0.15461205946666667,0.8453879405333333,2,1,0.15461205946666667,0.0,pointwise_calibrated
AEBULKC6HBCITY4LR4D4G237NYEA::1375032035000000000::pair::0,AEBULKC6HBCITY4LR4D4G237NYEA::1375032035000000000,AEBULKC6HBCITY4LR4D4G237NYEA,test,2013-07-28 17:20:35.000,0881063975,6,15,0881063975,B0010SKSWG,Telling Time: How to Tell Time on Digital and Analog Clocks,Aunt Dimity Goes West (Aunt Dimity Mystery Book 12),tail,mid,0881063975,0881063975,B0010SKSWG,positive_vs_negative,0.8,It matches the user's interest in children's educational books.,True,0.2492211838,0.1677419355,0.7507788162,0.8322580645000001,True,True,0.20848155964999998,0.79151844035,1,2,0.13251131973333333,1.0,pointwise_calibrated
AEBWROZNMBYJIUERPRG57ZBMO6CA::1567276079653000000::pair::0,AEBWROZNMBYJIUERPRG57ZBMO6CA::1567276079653000000,AEBWROZNMBYJIUERPRG57ZBMO6CA,test,2019-08-31 18:27:59.653,0312113420,6,15,0312113420,0878338136,James Herriot's Cat Stories,Play Golf the Wright Way,tail,tail,0312113420,0312113420,0878338136,positive_vs_negative,0.8,The user's history shows a strong preference for heartwarming stories about animals and community.,True,0.15461205946666667,0.15461205946666667,,,False,False,0.15461205946666667,0.8453879405333333,1,5,0.15461205946666667,0.0,pointwise_calibrated
AEBXRNREFORL2Q443D4UGD2CMKQA::1378669733000000000::pair::0,AEBXRNREFORL2Q443D4UGD2CMKQA::1378669733000000000,AEBXRNREFORL2Q443D4UGD2CMKQA,test,2013-09-08 19:48:53.000,0761512195,6,15,B08P9VL86C,0761512195,The Farm Book 2 : Behind The Curve (Behind The Curve - The Farm),"Your First Year in Network Marketing: Overcome Your Fears, Experience Success, and Achieve Your Dreams!",head,tail,0761512195,0761512195,B08P9VL86C,positive_vs_negative,0.9,The candidate directly matches the user's interest in network marketing.,True,0.15461205946666667,0.15461205946666667,,,False,False,0.15461205946666667,0.8453879405333333,4,1,0.15461205946666667,0.0,pointwise_calibrated
AECIGYCLI5C352TCZC2342XW263A::1502070050075000000::pair::0,AECIGYCLI5C352TCZC2342XW263A::1502070050075000000,AECIGYCLI5C352TCZC2342XW263A,test,2017-08-07 01:40:50.075,0829724028,6,15,1496700139,0829724028,The Amish Christmas Sleigh,"Santa Biblia/Holy Bible, NVI/NIV, Nueva Version Internacional/New International Version (Spanish and English Edition)",mid,tail,0829724028,0829724028,1496700139,positive_vs_negative,0.8,The user's history shows a strong preference for theological and biblical study materials.,True,0.06390977440000001,0.0732265446,0.9360902256,0.9267734554,True,True,0.0685681595,0.9314318404999999,2,1,0.06701536446666667,1.0,pointwise_calibrated
AECRF6UARU2I5Z75IPJLVBH5V4GQ::1533317313660000000::pair::0,AECRF6UARU2I5Z75IPJLVBH5V4GQ::1533317313660000000,AECRF6UARU2I5Z75IPJLVBH5V4GQ,test,2018-08-03 17:28:33.660,B0106E2CO6,6,15,B0106E2CO6,1982158212,Career of Evil (Cormoran Strike Book 3),The Many Daughters of Afong Moy: A Novel,head,mid,B0106E2CO6,B0106E2CO6,1982158212,positive_vs_negative,0.8,"Both are novels, but the user's previous read is a detective mystery, making the similar genre of Candidate A a closer match.",True,0.15461205946666667,0.15461205946666667,,,False,False,0.15461205946666667,0.8453879405333333,1,4,0.15461205946666667,0.0,pointwise_calibrated
AECVZHXQFPL5XXWBNYS76W53AF2A::1520603508172000000::pair::0,AECVZHXQFPL5XXWBNYS76W53AF2A::1520603508172000000,AECVZHXQFPL5XXWBNYS76W53AF2A,test,2018-03-09 13:51:48.172,0143112724,6,15,1401237789,0143112724,Batman 2: The City of Owls,The Elements of Style [Illustrated],mid,tail,0143112724,0143112724,1401237789,positive_vs_negative,0.6000000000000001,The user's history suggests a preference for instructional and spiritual nonfiction.,True,0.15461205946666667,0.15461205946666667,,,False,False,0.15461205946666667,0.8453879405333333,4,6,0.15461205946666667,0.0,pointwise_calibrated
AECXFLR7KRSMOW7B6WUZM3WVPHEA::1555814651770000000::pair::0,AECXFLR7KRSMOW7B6WUZM3WVPHEA::1555814651770000000,AECXFLR7KRSMOW7B6WUZM3WVPHEA,test,2019-04-21 02:44:11.770,0316362387,6,15,0316362387,0802129420,Hello Lighthouse (Caldecott Medal Winner),Normandy '44: D-Day and the Epic 77-Day Battle for France,tail,tail,0316362387,0316362387,0802129420,positive_vs_negative,0.6000000000000001,The user's interest in arts and photography suggests a stronger match for the illustrated children's book.,True,0.2492211838,0.2492211838,0.7507788162,0.7507788162,True,True,0.2492211838,0.7507788162,1,4,0.21988874393333332,1.0,pointwise_calibrated
AED36LVJVC2RSG6MUD6B4AGXENYQ::1673810426949000000::pair::0,AED36LVJVC2RSG6MUD6B4AGXENYQ::1673810426949000000,AED36LVJVC2RSG6MUD6B4AGXENYQ,test,2023-01-15 19:20:26.949,0961633891,6,15,0961633891,142320316X,"A Cutting Garden for Florida, Third Edition",Trigger Points (Quick Study Academic),tail,mid,0961633891,0961633891,142320316X,positive_vs_negative,0.9,"The user's history shows a strong interest in gardening and plants, which matches Candidate A.",True,0.0732265446,0.06390977440000001,0.9267734554,0.9360902256,True,True,0.0685681595,0.9314318404999999,1,4,0.06701536446666667,1.0,pointwise_calibrated
AED5YGD7QULSJWTKBSGNH5NPKC5Q::1608707988846000000::pair::0,AED5YGD7QULSJWTKBSGNH5NPKC5Q::1608707988846000000,AED5YGD7QULSJWTKBSGNH5NPKC5Q,test,2020-12-23 07:19:48.846,1250208149,6,15,B000FA65L8,1250208149,City of Bones (A Harry Bosch Novel Book 8),"The Antiquarian Sticker Book: Over 1,000 Exquisite Victorian Stickers (The Antiquarian Sticker Book Series)",mid,mid,1250208149,1250208149,B000FA65L8,positive_vs_negative,0.7000000000000001,"The user's history shows a strong preference for creative, decorative, and vintage-themed books over crime thrillers.",True,0.15461205946666667,0.15461205946666667,,,False,False,0.15461205946666667,0.8453879405333333,3,1,0.15461205946666667,0.0,pointwise_calibrated
AED6QMJQINZYGA24DANMHLBJK5PA::1515645973932000000::pair::0,AED6QMJQINZYGA24DANMHLBJK5PA::1515645973932000000,AED6QMJQINZYGA24DANMHLBJK5PA,test,2018-01-11 04:46:13.932,0062381733,6,15,B07DP527ZW,0062381733,Murder at Hawthorn Cottage: An absolutely gripping cozy mystery (A Melissa Craig Mystery Book 1),"The Demon Crown: A Sigma Force Novel (Sigma Force Novels, 12)",head,tail,0062381733,0062381733,B07DP527ZW,positive_vs_negative,0.6000000000000001,The user's sci-fi preference aligns more with the action-adventure and science themes of the Sigma Force novel.,True,0.2492211838,0.2492211838,0.7507788162,0.7507788162,True,True,0.2492211838,0.7507788162,3,1,0.1303386293,1.0,pointwise_calibrated
AED7YVHMQBZRRZB73AB6CXFRR7DQ::1477451866000000000::pair::0,AED7YVHMQBZRRZB73AB6CXFRR7DQ::1477451866000000000,AED7YVHMQBZRRZB73AB6CXFRR7DQ,test,2016-10-26 03:17:46.000,0486492117,6,15,B01M716DW3,0486492117,Secrets in Death: An Eve Dallas Novel,Dover Creative Haven Art Nouveau Fashions Coloring Book (Adult Coloring Books: Fashion),head,tail,0486492117,0486492117,B01M716DW3,positive_vs_negative,0.6000000000000001,"The user's previous interest in papercraft suggests a stronger preference for creative, hands-on activities over mystery novels.",True,0.2492211838,0.2492211838,0.7507788162,0.7507788162,True,True,0.2492211838,0.7507788162,5,1,0.19055630406666668,1.0,pointwise_calibrated
AEDIOKZJJ25CDYMKPDZK4Y6C4EQA::1254309223000000000::pair::0,AEDIOKZJJ25CDYMKPDZK4Y6C4EQA::1254309223000000000,AEDIOKZJJ25CDYMKPDZK4Y6C4EQA,test,2009-09-30 11:13:43.000,0441013074,6,15,B07H96GCTT,0441013074,A LOVER TOO MANY a gripping crime mystery full of twists (Inspector John Crow Book 1),Century Rain,head,tail,0441013074,0441013074,B07H96GCTT,positive_vs_negative,0.7000000000000001,"The user's history shows a strong preference for science fiction and fantasy, matching Century Rain's genre.",True,0.0732265446,0.2492211838,0.9267734554,0.7507788162,True,True,0.1612238642,0.8387761358,5,2,0.19055630406666668,1.0,pointwise_calibrated
AEDKILQXLDCDKNJT2KS5Z4FULHTA::1511253158294000000::pair::0,AEDKILQXLDCDKNJT2KS5Z4FULHTA::1511253158294000000,AEDKILQXLDCDKNJT2KS5Z4FULHTA,test,2017-11-21 08:32:38.294,0689711735,6,15,0689711735,0762792256,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Hiking through History Washington: Exploring The Evergreen State's Past By Trail,tail,tail,0689711735,0689711735,0762792256,positive_vs_negative,0.8,"Both are books, but the user's previous children's book suggests a stronger match with another children's story.",True,0.2492211838,0.06390977440000001,0.7507788162,0.9360902256,True,True,0.15656547910000002,0.8434345209,1,5,0.11520595955,1.0,pointwise_calibrated
AEDXKYLNZY466IZEUQ7LDBEJJQNQ::1518206203945000000::pair::0,AEDXKYLNZY466IZEUQ7LDBEJJQNQ::1518206203945000000,AEDXKYLNZY466IZEUQ7LDBEJJQNQ,test,2018-02-09 19:56:43.945,0553550691,6,15,0762792256,0553550691,Hiking through History Washington: Exploring The Evergreen State's Past By Trail,"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",tail,tail,0553550691,0553550691,0762792256,positive_vs_negative,0.7000000000000001,The user's history shows a strong preference for mystery and thriller books.,True,0.15461205946666667,0.15461205946666667,,,False,False,0.15461205946666667,0.8453879405333333,6,1,0.15461205946666667,0.0,pointwise_calibrated
